Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Distance_in_KM
20.0,4.5,Sunny,Low,0.0,Meal,motorcycle,0.0,No,Metropolitian,17.0,2.979633300639129
38.0,4.6,Fog,Jam,2.0,Drinks,scooter,1.0,No,Metropolitian,37.0,4.674174529063472
23.0,4.6,Stormy,Jam,0.0,Snack,motorcycle,1.0,No,Metropolitian,26.0,4.528236597449021
37.0,4.9,Fog,Jam,0.0,Snack,motorcycle,2.0,Yes,Metropolitian,53.0,20.252959556511744
30.0,4.8,Windy,High,2.0,Snack,electric_scooter,1.0,No,Metropolitian,30.0,6.232139486668102
27.0,4.2,Sandstorms,Low,0.0,Meal,motorcycle,1.0,No,Metropolitian,24.0,3.105049191152739
30.0,4.2,Sunny,Jam,0.0,Snack,motorcycle,1.0,No,Urban,32.0,5207.263138894022
20.0,4.7,Fog,Low,0.0,Drinks,motorcycle,1.0,No,Metropolitian,21.0,10.56497410160339
28.0,4.9,Fog,Low,2.0,Buffet,motorcycle,1.0,No,Urban,10.0,1.5295062057776052
27.0,4.0,Windy,Low,0.0,Snack,motorcycle,1.0,No,Metropolitian,28.0,4.588360239493078
39.0,5.0,Stormy,Jam,1.0,Meal,scooter,1.0,No,Metropolitian,29.0,12.100079055614344
28.0,4.7,Fog,High,2.0,Drinks,motorcycle,1.0,No,Metropolitian,26.0,3.1212889129781884
35.0,4.6,Windy,Low,0.0,Drinks,motorcycle,1.0,No,Metropolitian,26.0,20.85094842431187
37.0,4.5,Windy,Jam,1.0,Snack,scooter,1.0,No,Metropolitian,40.0,13.621484759967666
22.0,4.8,Cloudy,Low,1.0,Buffet,motorcycle,1.0,No,Metropolitian,25.0,10.880731284671972
25.0,4.7,Windy,Low,2.0,Drinks,scooter,1.0,No,Metropolitian,19.0,1.5368503798521729
26.0,4.5,Fog,Low,2.0,Meal,motorcycle,1.0,No,Metropolitian,18.0,2.9794969556315394
27.0,4.9,Fog,Low,0.0,Buffet,motorcycle,0.0,No,Metropolitian,22.0,1.5544658156545266
25.0,4.8,Fog,Jam,2.0,Drinks,scooter,1.0,No,Urban,34.0,12.161009703058534
30.0,4.8,Sandstorms,Medium,0.0,Snack,motorcycle,0.0,No,Metropolitian,27.0,4.560783589287684
29.0,4.7,Sunny,Low,1.0,Drinks,motorcycle,1.0,No,Metropolitian,15.0,9.121049806498666
23.0,4.6,Stormy,Jam,1.0,Buffet,motorcycle,1.0,No,Metropolitian,19.0,20.181059137197774
21.0,4.7,Cloudy,Low,2.0,Buffet,electric_scooter,0.0,No,Metropolitian,14.0,3.025059809277375
33.0,4.9,Sunny,Low,2.0,Buffet,motorcycle,0.0,No,Metropolitian,21.0,10.602450942886511
37.0,4.6,Stormy,Jam,2.0,Buffet,electric_scooter,1.0,No,Metropolitian,30.0,4.528162065607132
32.0,4.8,Stormy,Jam,2.0,Drinks,scooter,1.0,No,Metropolitian,27.0,12.108706523152946
31.0,4.6,Stormy,Medium,2.0,Snack,scooter,0.0,No,Urban,27.0,9.435201537430713
39.0,4.6,Cloudy,Low,1.0,Meal,scooter,1.0,No,Metropolitian,15.0,1.5525722988574742
31.0,4.4,Stormy,Low,0.0,Buffet,motorcycle,1.0,No,Metropolitian,26.0,3.0736184684147863
37.0,4.4,Sandstorms,Low,0.0,Drinks,motorcycle,0.0,No,Metropolitian,25.0,3.105144913226864
37.0,4.6,Fog,High,0.0,Meal,motorcycle,1.0,No,Metropolitian,27.0,5.958771662511523
25.0,4.9,Cloudy,Low,2.0,Meal,scooter,0.0,No,Metropolitian,10.0,9.435201537430713
22.0,4.8,Sandstorms,Jam,1.0,Meal,motorcycle,1.0,No,Metropolitian,19.0,10.865584127340645
28.0,5.0,Cloudy,Medium,0.0,Drinks,motorcycle,1.0,No,Metropolitian,29.0,4.469157679084987
34.0,4.8,Stormy,High,1.0,Snack,scooter,1.0,No,Metropolitian,25.0,1.5725337292863206
31.0,4.9,Cloudy,Medium,2.0,Buffet,scooter,0.0,No,Metropolitian,17.0,4.674644234401863
27.0,5.0,Fog,High,1.0,Meal,scooter,0.0,No,Metropolitian,34.0,1.4687651667291866
32.0,4.9,Sunny,Jam,0.0,Meal,motorcycle,1.0,No,Metropolitian,24.0,7.762480218802449
37.0,4.4,Windy,Jam,1.0,Buffet,motorcycle,2.0,No,Metropolitian,32.0,13.680987399157162
31.0,4.8,Windy,Medium,0.0,Drinks,motorcycle,1.0,No,Metropolitian,49.0,10.602507301514994
39.0,4.4,Fog,Low,0.0,Buffet,motorcycle,0.0,No,Metropolitian,37.0,10.704238934519315
20.0,4.9,Stormy,Medium,2.0,Snack,motorcycle,1.0,No,Metropolitian,24.0,4.657619913371798
24.0,4.1,Stormy,Low,0.0,Drinks,motorcycle,0.0,No,Metropolitian,27.0,8.811936584866034
35.0,4.7,Fog,Low,0.0,Meal,motorcycle,0.0,No,Metropolitian,21.0,3.116128490575321
21.0,4.8,Sunny,Low,2.0,Drinks,electric_scooter,0.0,No,Metropolitian,17.0,7.573429885020108
24.0,4.6,Sunny,Medium,1.0,Drinks,motorcycle,0.0,No,Urban,11.0,13.61385032584042
23.0,4.4,Sandstorms,Low,0.0,Meal,motorcycle,1.0,No,Metropolitian,22.0,7.562317945109334
20.0,4.6,Stormy,Medium,0.0,Meal,motorcycle,1.0,No,Metropolitian,20.0,12.074114327172763
29.0,4.3,Windy,Medium,0.0,Drinks,motorcycle,1.0,No,Metropolitian,31.0,10.756273454297125
29.0,5.0,Windy,Medium,0.0,Drinks,motorcycle,1.0,No,Metropolitian,38.0,10.75669787910262
20.0,4.9,Sunny,Low,2.0,Snack,motorcycle,1.0,No,Metropolitian,18.0,7.790122649763986
27.0,4.8,Cloudy,Jam,0.0,Buffet,motorcycle,1.0,No,Metropolitian,22.0,7.762499175710356
37.0,4.2,Stormy,Jam,0.0,Meal,motorcycle,2.0,No,Urban,42.0,16.384324359677578
21.0,4.8,Sunny,Jam,1.0,Meal,scooter,1.0,No,Metropolitian,11.0,7.763197145328887
27.0,4.7,Stormy,Medium,2.0,Meal,motorcycle,1.0,No,Metropolitian,27.0,12.07428194576936
31.0,4.6,Stormy,Jam,2.0,Meal,motorcycle,0.0,No,Metropolitian,26.0,16.635223376953338
38.0,4.2,Fog,High,0.0,Buffet,motorcycle,2.0,No,Metropolitian,34.0,6.217860329667253
27.0,4.5,Cloudy,Low,0.0,Snack,motorcycle,0.0,No,Metropolitian,23.0,13.589850479505698
33.0,5.0,Sandstorms,Jam,0.0,Buffet,motorcycle,3.0,No,Metropolitian,53.0,12.100062421152574
26.0,4.8,Windy,Low,2.0,Drinks,scooter,1.0,No,Metropolitian,16.0,10.42736760615815
34.0,4.5,Cloudy,Medium,0.0,Meal,motorcycle,1.0,No,Metropolitian,26.0,9.315745106316244
31.0,5.0,Fog,Jam,2.0,Meal,scooter,1.0,No,Urban,33.0,7.790489304769405
28.0,4.6,Windy,Medium,2.0,Drinks,motorcycle,1.0,No,Urban,18.0,17.07644834661623
29.0,4.9,Sunny,Low,0.0,Buffet,motorcycle,1.0,No,Urban,12.0,1.5524082366562466
39.0,4.9,Sandstorms,Jam,2.0,Drinks,scooter,1.0,No,Metropolitian,31.0,4.67431885403065
29.0,4.0,Stormy,High,0.0,Snack,motorcycle,1.0,No,Metropolitian,35.0,1.5367158933394087
38.0,4.7,Cloudy,Jam,0.0,Snack,motorcycle,1.0,No,Metropolitian,50.0,10.865464603780389
30.0,4.7,Stormy,Low,1.0,Drinks,scooter,0.0,No,Metropolitian,23.0,10.641103649666686
32.0,5.0,Stormy,Medium,0.0,Snack,motorcycle,1.0,No,Metropolitian,27.0,6.217735074214348
31.0,4.7,Fog,Jam,0.0,Meal,motorcycle,1.0,No,Urban,46.0,10.881249731552508
26.0,4.6,Windy,Medium,2.0,Buffet,motorcycle,1.0,No,Urban,29.0,7.546888128063204
24.0,4.2,Cloudy,Medium,1.0,Buffet,scooter,1.0,No,Metropolitian,34.0,10.58781900321548
33.0,4.8,Sunny,High,0.0,Snack,motorcycle,0.0,No,Metropolitian,24.0,6.290134677634678
28.0,4.7,Cloudy,Low,2.0,Snack,motorcycle,0.0,No,Urban,12.0,1.5125847685793798
29.0,5.0,Fog,Low,1.0,Drinks,motorcycle,1.0,No,Urban,23.0,20.20631581133856
24.0,4.8,Fog,Medium,2.0,Snack,scooter,0.0,No,Metropolitian,16.0,4.66331041671685
39.0,5.0,Cloudy,Jam,1.0,Meal,scooter,0.0,No,Metropolitian,38.0,7.490187108752871
36.0,3.5,Windy,Jam,1.0,Buffet,motorcycle,1.0,No,Metropolitian,32.0,10.867473945951692
34.0,4.7,Sandstorms,High,1.0,Meal,scooter,1.0,No,Metropolitian,26.0,2.9790002034338934
33.0,4.7,Sunny,Low,2.0,Drinks,electric_scooter,1.0,No,Metropolitian,26.0,12.161517993712032
25.0,4.1,Fog,Jam,1.0,Drinks,motorcycle,1.0,No,Metropolitian,36.0,13.610877575672198
37.0,4.6,Sunny,Jam,1.0,Drinks,scooter,1.0,No,Urban,20.0,13.77076958377127
21.0,4.9,Stormy,Jam,2.0,Snack,motorcycle,1.0,No,Metropolitian,25.0,10.56512884564776
29.0,5.0,Fog,Jam,2.0,Snack,scooter,0.0,No,Metropolitian,38.0,13.63127120906983
36.0,4.4,Stormy,Low,0.0,Meal,motorcycle,1.0,No,Metropolitian,21.0,1.5126859754657422
35.0,4.1,Fog,Jam,1.0,Drinks,motorcycle,2.0,No,Urban,43.0,19.363385329656776
31.0,4.5,Fog,Jam,0.0,Meal,motorcycle,1.0,Yes,Metropolitian,52.0,19.660674820590277
22.0,4.8,Sandstorms,Low,1.0,Snack,scooter,1.0,No,Metropolitian,15.0,1.5297232853100242
32.0,3.5,Fog,Low,2.0,Snack,scooter,1.0,No,Metropolitian,35.0,16.3938118808
37.0,4.7,Fog,Medium,0.0,Drinks,motorcycle,1.0,No,Metropolitian,42.0,11.720801597550349
20.0,4.9,Windy,Medium,2.0,Meal,electric_scooter,1.0,No,Metropolitian,19.0,10.757554773158072
31.0,4.4,Stormy,Jam,0.0,Buffet,motorcycle,2.0,No,Metropolitian,46.0,9.076358225887674
35.0,4.3,Stormy,Jam,2.0,Drinks,scooter,1.0,No,Urban,32.0,13.611428630407849
23.0,4.6,Stormy,Low,2.0,Snack,electric_scooter,0.0,No,Urban,14.0,1.5523012503298028
30.0,5.0,Fog,Medium,2.0,Buffet,scooter,1.0,No,Metropolitian,19.0,6.128363939648455
23.0,4.6,Cloudy,Jam,1.0,Buffet,motorcycle,1.0,No,Metropolitian,36.0,10.708220667367794
39.0,4.7,Stormy,High,0.0,Drinks,motorcycle,3.0,Yes,Metropolitian,46.0,6.037544630194255
34.0,3.7,Windy,Jam,2.0,Meal,scooter,1.0,No,Metropolitian,41.0,13.392833798998302
32.0,4.9,Fog,Jam,0.0,Meal,motorcycle,3.0,Yes,Metropolitian,54.0,14.044169821640054
22.0,5.0,Cloudy,Low,1.0,Drinks,scooter,0.0,No,Urban,18.0,1.5321547990764783
39.0,4.6,Cloudy,Jam,1.0,Buffet,scooter,1.0,No,Metropolitian,42.0,12.161131350318817
34.0,4.7,Cloudy,Low,0.0,Snack,motorcycle,1.0,No,Metropolitian,23.0,7.719013857207678
34.0,4.1,Windy,Jam,2.0,Snack,motorcycle,1.0,No,Urban,40.0,19.76027880154466
27.0,4.9,Sunny,Medium,1.0,Buffet,scooter,1.0,No,Urban,17.0,6.209976450705328
30.0,4.2,Sandstorms,Jam,0.0,Meal,motorcycle,0.0,No,Metropolitian,42.0,9.074821802568852
30.0,4.6,Fog,Medium,1.0,Drinks,motorcycle,1.0,No,Urban,19.0,4.674181485440602
20.0,4.9,Stormy,Jam,2.0,Snack,motorcycle,0.0,No,Metropolitian,23.0,9.17860595704086
30.0,4.3,Sunny,Low,1.0,Drinks,scooter,0.0,No,Metropolitian,18.0,1.4897768153112216
27.0,5.0,Fog,Medium,2.0,Drinks,scooter,1.0,No,Metropolitian,25.0,13.631343698142908
22.0,4.9,Windy,Medium,1.0,Snack,scooter,1.0,No,Metropolitian,19.0,12.24085827411391
30.0,4.1,Cloudy,Medium,2.0,Meal,motorcycle,1.0,No,Metropolitian,38.0,20.505025636231377
21.0,5.0,Sunny,Low,2.0,Drinks,scooter,1.0,No,Metropolitian,17.0,4.406344421717837
30.0,4.6,Sandstorms,Low,1.0,Drinks,scooter,1.0,No,Metropolitian,26.0,7.762510040102141
29.0,4.7,Fog,High,2.0,Drinks,scooter,0.0,No,Urban,23.0,3.027483634851258
25.0,4.8,Sunny,Low,2.0,Meal,electric_scooter,1.0,No,Metropolitian,23.0,4.674181485440602
27.0,4.8,Windy,Jam,2.0,Buffet,scooter,1.0,No,Metropolitian,20.0,13.406088270680277
29.0,4.9,Windy,Low,2.0,Drinks,electric_scooter,0.0,No,Urban,10.0,20.183529728733618
21.0,4.8,Cloudy,Low,1.0,Buffet,motorcycle,0.0,No,Urban,24.0,16.385047886584577
32.0,4.4,Windy,Jam,2.0,Meal,motorcycle,1.0,No,Urban,35.0,17.09752652782741
27.0,4.7,Sandstorms,Low,2.0,Snack,electric_scooter,1.0,No,Metropolitian,19.0,19.66102221350665
35.0,4.0,Windy,Jam,1.0,Drinks,motorcycle,0.0,No,Metropolitian,34.0,9.17624749258827
32.0,4.6,Sandstorms,Jam,1.0,Snack,motorcycle,1.0,No,Urban,27.0,13.681378564007169
30.0,4.1,Cloudy,Medium,1.0,Drinks,scooter,1.0,Yes,Metropolitian,42.0,12.464369459117805
22.0,5.0,Sunny,Jam,0.0,Meal,motorcycle,1.0,No,Metropolitian,29.0,16.826241648658115
36.0,4.6,Fog,Jam,2.0,Drinks,scooter,1.0,No,Urban,41.0,16.72129600980331
25.0,4.6,Sunny,Medium,2.0,Snack,scooter,0.0,No,Metropolitian,11.0,6.210618323092562
27.0,4.8,Sunny,Medium,1.0,Drinks,scooter,0.0,No,Metropolitian,10.0,5.959018323622379
36.0,4.8,Fog,Medium,2.0,Buffet,electric_scooter,1.0,No,Metropolitian,18.0,4.540565975649032
33.0,4.9,Sandstorms,Low,1.0,Meal,motorcycle,1.0,No,Metropolitian,24.0,1.489792976782627
37.0,4.2,Windy,High,0.0,Meal,motorcycle,1.0,No,Metropolitian,44.0,1.5318406299867455
27.0,4.9,Windy,Low,2.0,Snack,scooter,1.0,No,Urban,15.0,3.0188245695177898
30.0,4.7,Cloudy,Medium,1.0,Snack,scooter,1.0,No,Metropolitian,15.0,6.058848944530401
34.0,4.7,Cloudy,Low,1.0,Snack,motorcycle,0.0,No,Urban,18.0,9.435201537430713
33.0,4.6,Windy,Low,1.0,Drinks,scooter,1.0,No,Metropolitian,23.0,1.509464259145097
30.0,4.7,Sandstorms,Medium,1.0,Snack,scooter,1.0,No,Metropolitian,30.0,10.881463659821872
33.0,4.2,Stormy,Medium,2.0,Snack,motorcycle,1.0,No,Metropolitian,33.0,7.562980271914233
32.0,4.7,Windy,Medium,1.0,Snack,scooter,1.0,No,Metropolitian,30.0,16.90205180024393
30.0,3.7,Stormy,Jam,2.0,Meal,motorcycle,2.0,No,Metropolitian,42.0,17.076596635444833
34.0,4.7,Sandstorms,High,2.0,Buffet,scooter,1.0,No,Metropolitian,28.0,6.04999326769204
31.0,4.1,Sandstorms,Medium,0.0,Meal,motorcycle,0.0,No,Metropolitian,40.0,19.660674820590277
28.0,4.8,Sunny,Jam,2.0,Drinks,electric_scooter,1.0,No,Metropolitian,16.0,10.42721501040702
23.0,4.9,Cloudy,Low,1.0,Buffet,motorcycle,0.0,No,Urban,14.0,1.5322885596942126
37.0,4.5,Sunny,Medium,0.0,Drinks,motorcycle,0.0,No,Metropolitian,21.0,4.610339345524684
39.0,4.6,Sandstorms,Jam,1.0,Meal,scooter,1.0,No,Metropolitian,29.0,7.803119706574829
34.0,4.7,Sandstorms,Jam,2.0,Buffet,electric_scooter,1.0,No,Metropolitian,29.0,12.11684826095673
22.0,4.6,Stormy,Low,2.0,Meal,scooter,0.0,No,Urban,15.0,12.099390766641624
23.0,4.6,Stormy,Low,1.0,Drinks,motorcycle,1.0,No,Urban,19.0,3.12131968284581
37.0,4.9,Stormy,Medium,0.0,Buffet,motorcycle,1.0,No,Urban,39.0,6.116387229265562
23.0,4.7,Cloudy,Jam,2.0,Snack,scooter,1.0,No,Urban,34.0,9.081862277228876
31.0,4.9,Stormy,Low,2.0,Meal,scooter,1.0,No,Metropolitian,17.0,19.36744052557847
26.0,4.6,Sandstorms,Medium,1.0,Drinks,scooter,0.0,No,Metropolitian,24.0,7.790401360105752
37.0,4.4,Cloudy,Low,2.0,Buffet,electric_scooter,1.0,No,Metropolitian,32.0,17.29786575291325
21.0,4.6,Fog,Low,0.0,Drinks,motorcycle,0.0,No,Metropolitian,19.0,1.5725337292863206
31.0,4.2,Sunny,Jam,2.0,Meal,motorcycle,0.0,No,Metropolitian,34.0,14.022253080995233
25.0,3.4,Sunny,Low,1.0,Buffet,motorcycle,0.0,No,Metropolitian,34.0,13.83000931143171
28.0,4.8,Sandstorms,High,1.0,Drinks,scooter,0.0,No,Urban,16.0,6.217525604924386
24.0,4.6,Cloudy,Medium,1.0,Meal,motorcycle,1.0,No,Urban,10.0,8.92908688893574
29.0,4.9,Sunny,Low,1.0,Meal,motorcycle,0.0,No,Metropolitian,21.0,7.772430463816821
22.0,4.5,Sandstorms,Low,1.0,Meal,motorcycle,1.0,No,Urban,17.0,11.00773476374462
21.0,4.8,Sandstorms,Low,1.0,Meal,motorcycle,1.0,No,Urban,18.0,1.5125177574805933
26.0,4.5,Sandstorms,Jam,2.0,Drinks,motorcycle,1.0,No,Urban,14.0,7.772096240718493
28.0,4.9,Cloudy,Medium,0.0,Snack,motorcycle,0.0,No,Metropolitian,30.0,16.114084227696686
24.0,4.5,Stormy,Jam,2.0,Snack,motorcycle,0.0,No,Urban,23.0,19.659494006263994
24.0,4.8,Sandstorms,Low,2.0,Drinks,electric_scooter,0.0,No,Urban,12.0,1.558137239175215
20.0,4.7,Stormy,Medium,2.0,Meal,electric_scooter,1.0,No,Urban,26.0,6.210605364096597
38.0,4.8,Windy,Low,0.0,Drinks,motorcycle,1.0,No,Metropolitian,22.0,16.60096646627219
39.0,3.6,Stormy,Jam,2.0,Meal,scooter,1.0,No,Metropolitian,39.0,10.880731284671972
26.0,4.7,Sandstorms,Jam,2.0,Meal,electric_scooter,1.0,No,Urban,17.0,13.405918573024548
22.0,4.3,Stormy,Jam,0.0,Meal,motorcycle,1.0,No,Metropolitian,31.0,12.46418980459368
31.0,4.4,Windy,Jam,1.0,Buffet,scooter,1.0,No,Metropolitian,36.0,10.723264172167632
33.0,4.2,Fog,Jam,1.0,Meal,motorcycle,1.0,No,Metropolitian,35.0,16.65990378949706
32.0,4.4,Windy,Jam,0.0,Drinks,motorcycle,2.0,No,Metropolitian,41.0,16.384467035863942
21.0,3.8,Sunny,High,0.0,Drinks,motorcycle,3.0,No,Metropolitian,49.0,3.104928771230412
28.0,5.0,Stormy,Low,1.0,Buffet,scooter,1.0,No,Metropolitian,17.0,20.25368674664092
38.0,4.9,Fog,Jam,0.0,Meal,motorcycle,0.0,No,Metropolitian,44.0,12.162009006258286
24.0,4.6,Cloudy,Low,2.0,Snack,motorcycle,0.0,No,Metropolitian,12.0,9.326577421221064
21.0,4.6,Fog,Low,0.0,Meal,motorcycle,1.0,No,Urban,15.0,9.19151681625338
26.0,5.0,Stormy,Jam,0.0,Meal,motorcycle,1.0,No,Metropolitian,35.0,13.989512471854455
32.0,4.7,Cloudy,Medium,0.0,Snack,motorcycle,1.0,No,Metropolitian,31.0,9.326577421221064
20.0,4.6,Sunny,Low,0.0,Meal,motorcycle,1.0,No,Metropolitian,17.0,3.145067434621583
33.0,4.3,Stormy,Low,0.0,Drinks,motorcycle,1.0,No,Urban,27.0,4.469351491411031
25.0,4.8,Sandstorms,Jam,1.0,Drinks,scooter,0.0,No,Urban,26.0,9.22041869455818
28.0,4.8,Sandstorms,Medium,1.0,Drinks,motorcycle,1.0,No,Metropolitian,27.0,6.232179267966144
24.0,4.5,Sandstorms,Medium,0.0,Meal,motorcycle,1.0,No,Metropolitian,21.0,9.075387359616569
27.0,4.7,Sandstorms,Jam,1.0,Meal,motorcycle,1.0,No,Metropolitian,29.0,20.071646721865925
29.0,4.8,Cloudy,Low,2.0,Buffet,motorcycle,1.0,No,Metropolitian,18.0,1.5322647895213353
27.0,4.8,Fog,Medium,0.0,Snack,motorcycle,1.0,No,Metropolitian,40.0,17.076790574743715
30.0,4.7,Fog,Jam,2.0,Buffet,scooter,1.0,No,Metropolitian,35.0,16.90381483815878
31.0,4.6,Sunny,Medium,2.0,Meal,scooter,0.0,No,Metropolitian,16.0,4.528570754218756
34.0,4.8,Sunny,Medium,0.0,Buffet,motorcycle,1.0,No,Metropolitian,25.0,12.162306145096023
33.0,4.6,Sunny,Medium,2.0,Snack,scooter,1.0,No,Metropolitian,20.0,6.04978890937855
32.0,4.1,Fog,Low,0.0,Meal,motorcycle,2.0,No,Metropolitian,37.0,19.915135664660596
24.0,4.9,Cloudy,Jam,1.0,Snack,scooter,2.0,No,Metropolitian,37.0,20.28649543971316
35.0,4.0,Cloudy,Medium,2.0,Drinks,scooter,2.0,No,Urban,34.0,19.877584031408645
30.0,4.1,Sunny,High,1.0,Drinks,motorcycle,1.0,No,Metropolitian,17.0,1.536828545242727
35.0,4.5,Sandstorms,Low,0.0,Snack,motorcycle,0.0,No,Metropolitian,29.0,13.583440059634135
31.0,4.7,Fog,Low,1.0,Drinks,motorcycle,1.0,No,Metropolitian,15.0,3.145067434621583
21.0,4.4,Sandstorms,Low,0.0,Snack,motorcycle,1.0,No,Metropolitian,26.0,1.5523608800116515
32.0,4.4,Windy,Jam,2.0,Meal,scooter,1.0,No,Metropolitian,36.0,13.406029476290724
34.0,4.7,Sandstorms,Low,1.0,Snack,scooter,1.0,No,Urban,24.0,13.830756172608512
35.0,5.0,Sunny,Low,1.0,Snack,motorcycle,1.0,No,Metropolitian,17.0,3.104463374954771
31.0,4.9,Cloudy,Jam,2.0,Drinks,scooter,0.0,No,Metropolitian,49.0,10.86728673513013
35.0,4.8,Sunny,Jam,0.0,Buffet,motorcycle,1.0,No,Metropolitian,29.0,13.830709083522445
29.0,4.8,Fog,Jam,0.0,Drinks,motorcycle,0.0,No,Metropolitian,20.0,7.790177003822013
22.0,4.7,Cloudy,Low,2.0,Snack,scooter,1.0,No,Urban,20.0,14.15280068944862
30.0,4.0,Windy,Jam,1.0,Buffet,motorcycle,1.0,No,Metropolitian,26.0,13.789630729980562
39.0,4.7,Fog,Jam,2.0,Meal,electric_scooter,3.0,Yes,Semi-Urban,49.0,10.86506573821594
35.0,4.5,Fog,Jam,0.0,Snack,motorcycle,1.0,No,Metropolitian,48.0,13.788957415778516
30.0,4.8,Cloudy,Low,0.0,Buffet,motorcycle,1.0,No,Metropolitian,20.0,7.772343594464243
20.0,4.7,Windy,Medium,2.0,Snack,motorcycle,1.0,No,Metropolitian,27.0,7.660692882261043
24.0,5.0,Windy,Jam,2.0,Snack,scooter,0.0,No,Urban,13.0,7.461162575789885
28.0,5.0,Cloudy,Medium,0.0,Meal,motorcycle,0.0,No,Metropolitian,29.0,4.476833260713621
30.0,4.9,Windy,Medium,0.0,Meal,motorcycle,1.0,No,Metropolitian,33.0,9.435201537430713
35.0,4.8,Fog,Jam,2.0,Buffet,scooter,0.0,No,Metropolitian,29.0,7.771834302405086
28.0,4.6,Sandstorms,High,2.0,Snack,scooter,1.0,No,Metropolitian,20.0,6.210618323092562
36.0,4.6,Sunny,High,0.0,Drinks,motorcycle,1.0,No,Urban,23.0,3.1162419915691597
21.0,4.8,Cloudy,Medium,1.0,Meal,scooter,1.0,No,Urban,39.0,11.74719918481288
27.0,4.7,Windy,Jam,0.0,Buffet,motorcycle,2.0,No,Metropolitian,35.0,20.44292976252901
23.0,4.7,Windy,Low,2.0,Buffet,electric_scooter,1.0,No,Metropolitian,19.0,4.674143698976439
31.0,4.8,Windy,Medium,1.0,Meal,motorcycle,1.0,No,Urban,30.0,4.717601092054723
30.0,4.7,Cloudy,Medium,0.0,Drinks,motorcycle,0.0,No,Metropolitian,26.0,4.609743188391016
27.0,5.0,Stormy,Jam,0.0,Drinks,motorcycle,0.0,No,Metropolitian,31.0,11.00773476374462
20.0,4.6,Sandstorms,Low,1.0,Drinks,motorcycle,0.0,No,Metropolitian,13.0,16.634890709262386
26.0,4.6,Cloudy,Low,0.0,Meal,motorcycle,0.0,No,Metropolitian,20.0,1.5204319193295497
20.0,4.9,Fog,Low,2.0,Snack,scooter,1.0,No,Metropolitian,16.0,3.1051103947027285
29.0,5.0,Fog,High,2.0,Snack,motorcycle,0.0,No,Metropolitian,21.0,1.5580833985948437
30.0,4.2,Windy,Jam,0.0,Meal,motorcycle,1.0,No,Metropolitian,47.0,13.405971717381744
21.0,4.1,Windy,Medium,0.0,Drinks,motorcycle,1.0,No,Metropolitian,32.0,13.612393202818852
28.0,4.7,Fog,Medium,2.0,Buffet,motorcycle,1.0,No,Urban,12.0,4.395281348843586
20.0,4.6,Stormy,Medium,0.0,Drinks,motorcycle,1.0,No,Metropolitian,30.0,10.58777364583605
33.0,4.1,Sandstorms,Jam,1.0,Snack,scooter,1.0,No,Metropolitian,31.0,9.220373067021216
23.0,3.5,Sunny,High,0.0,Meal,motorcycle,1.0,No,Metropolitian,47.0,1.558137239175215
26.0,4.8,Sunny,Low,1.0,Buffet,scooter,1.0,No,Metropolitian,22.0,1.5320260227341909
27.0,4.8,Sunny,Jam,1.0,Meal,scooter,1.0,No,Urban,20.0,17.076514098174254
29.0,4.5,Fog,Jam,1.0,Meal,scooter,1.0,No,Metropolitian,27.0,4.476897300672637
28.0,4.6,Cloudy,Low,0.0,Drinks,motorcycle,1.0,No,Metropolitian,18.0,3.064508186852737
30.0,4.2,Stormy,Jam,0.0,Meal,motorcycle,0.0,No,Metropolitian,26.0,4130.696166752318
39.0,5.0,Sunny,Low,2.0,Buffet,scooter,0.0,No,Urban,11.0,7.772429015118234
30.0,4.8,Sunny,High,2.0,Meal,scooter,1.0,No,Metropolitian,21.0,6.176431857672641
26.0,5.0,Sandstorms,Jam,1.0,Buffet,scooter,0.0,No,Urban,12.0,9.056024276265347
25.0,4.7,Sandstorms,Jam,0.0,Buffet,motorcycle,1.0,No,Metropolitian,33.0,10.64192551943122
20.0,4.8,Sandstorms,Jam,2.0,Meal,scooter,0.0,No,Metropolitian,19.0,12.293677673573283
30.0,4.0,Stormy,High,1.0,Buffet,scooter,0.0,No,Metropolitian,31.0,6.049968949184032
28.0,4.8,Windy,Jam,0.0,Snack,motorcycle,1.0,No,Metropolitian,24.0,4.663600819587387
36.0,3.2,Sunny,Low,0.0,Drinks,motorcycle,1.0,No,Urban,32.0,16.721288103917214
21.0,4.6,Windy,Medium,1.0,Buffet,scooter,0.0,No,Metropolitian,24.0,12.074255310176673
23.0,4.9,Cloudy,Low,1.0,Buffet,scooter,1.0,No,Urban,12.0,7.862668167410368
30.0,3.6,Stormy,Jam,1.0,Drinks,scooter,1.0,No,Urban,38.0,17.074879617078196
28.0,4.8,Windy,High,2.0,Meal,motorcycle,1.0,No,Urban,27.0,5889.664127255468
25.0,4.8,Sandstorms,Medium,2.0,Buffet,electric_scooter,1.0,No,Metropolitian,26.0,4.65819360783491
32.0,5.0,Cloudy,Low,1.0,Drinks,scooter,1.0,No,Metropolitian,17.0,1.5725337292863206
29.0,4.2,Sandstorms,Low,0.0,Buffet,motorcycle,1.0,No,Metropolitian,15.0,1.5202946823347985
