Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Distance_in_KM
30.0,4.8,Cloudy,High,2.0,Buffet,electric_scooter,1.0,No,Metropolitian,30.0,6.128846407056886
37.0,5.0,Sunny,Medium,0.0,Drinks,motorcycle,1.0,No,Urban,31.0,16.65990378949706
29.0,4.8,Sunny,Medium,1.0,Buffet,motorcycle,0.0,No,Metropolitian,15.0,9.219783818326416
39.0,4.3,Cloudy,Low,0.0,Snack,motorcycle,1.0,No,Metropolitian,35.0,19.761110067714096
27.0,4.3,Sandstorms,Jam,0.0,Drinks,motorcycle,1.0,No,Metropolitian,36.0,4.682073980152557
24.0,5.0,Cloudy,Medium,1.0,Meal,scooter,1.0,No,Metropolitian,26.0,17.29786575291325
20.0,4.9,Fog,Low,0.0,Snack,motorcycle,1.0,No,Metropolitian,23.0,5892.896548711076
23.0,4.8,Windy,Jam,2.0,Snack,motorcycle,1.0,No,Metropolitian,21.0,16.60095424935038
31.0,5.0,Sunny,Low,1.0,Drinks,motorcycle,0.0,No,Metropolitian,26.0,13.681378564007169
26.0,4.6,Sunny,Low,0.0,Snack,motorcycle,0.0,No,Urban,29.0,19.364277132208517
20.0,5.0,Fog,Medium,2.0,Buffet,scooter,1.0,No,Metropolitian,15.0,6.050461888076144
37.0,4.6,Sandstorms,Jam,1.0,Meal,scooter,1.0,No,Metropolitian,30.0,4.656607046012821
38.0,4.9,Fog,Jam,1.0,Drinks,scooter,3.0,No,Metropolitian,49.0,13.582511011042971
22.0,4.6,Windy,Jam,1.0,Meal,motorcycle,1.0,No,Metropolitian,23.0,13.972131143083212
22.0,4.3,Sandstorms,Low,0.0,Drinks,motorcycle,0.0,No,Metropolitian,29.0,1.513649615244426
35.0,4.8,Stormy,Low,0.0,Meal,motorcycle,1.0,No,Metropolitian,23.0,16.824331819052116
34.0,4.9,Fog,Jam,0.0,Meal,motorcycle,1.0,No,Metropolitian,26.0,4.610339345524684
31.0,4.6,Sunny,Medium,0.0,Snack,motorcycle,1.0,No,Metropolitian,26.0,10.756165907453587
31.0,3.6,Windy,Jam,2.0,Meal,scooter,1.0,No,Urban,31.0,10.642018863256986
23.0,4.4,Fog,High,2.0,Drinks,motorcycle,1.0,No,Metropolitian,31.0,2.984566468606181
38.0,4.8,Sunny,Medium,2.0,Snack,scooter,1.0,No,Metropolitian,19.0,7.762556904358442
31.0,4.4,Windy,Jam,1.0,Meal,motorcycle,1.0,No,Metropolitian,38.0,12.10015723816894
34.0,4.4,Fog,Jam,0.0,Buffet,motorcycle,0.0,No,Metropolitian,33.0,4.406348380307767
38.0,4.1,Fog,Medium,1.0,Buffet,motorcycle,1.0,No,Metropolitian,44.0,13.989249784535351
23.0,4.7,Sandstorms,Low,2.0,Snack,scooter,0.0,No,Urban,12.0,10.64105130998624
20.0,4.8,Stormy,Low,2.0,Snack,scooter,0.0,No,Urban,10.0,7.772253320446165
26.0,5.0,Cloudy,Low,2.0,Buffet,electric_scooter,1.0,No,Metropolitian,26.0,10.92456962686103
35.0,4.7,Stormy,Low,2.0,Drinks,electric_scooter,0.0,No,Metropolitian,27.0,3.145067434621583
27.0,4.5,Sandstorms,Medium,2.0,Meal,motorcycle,1.0,No,Metropolitian,23.0,4.537513326842717
24.0,4.9,Cloudy,Jam,2.0,Drinks,electric_scooter,1.0,No,Metropolitian,29.0,7.803047130084789
20.0,4.9,Sunny,Medium,1.0,Drinks,motorcycle,0.0,No,Metropolitian,11.0,6.232177403679018
34.0,4.7,Stormy,Low,2.0,Snack,electric_scooter,1.0,No,Urban,26.0,3.026096197898999
32.0,4.1,Cloudy,Medium,1.0,Drinks,scooter,1.0,No,Metropolitian,32.0,17.07395729139767
37.0,4.7,Stormy,Medium,1.0,Snack,scooter,1.0,No,Urban,24.0,17.09792543535391
28.0,4.2,Sandstorms,Jam,0.0,Drinks,motorcycle,1.0,No,Urban,38.0,10.588906536688087
25.0,4.8,Sandstorms,Low,2.0,Buffet,scooter,1.0,No,Metropolitian,15.0,4.717601092054723
33.0,5.0,Stormy,Low,1.0,Buffet,scooter,1.0,No,Metropolitian,20.0,16.902609492881677
23.0,4.7,Fog,Medium,2.0,Drinks,scooter,1.0,No,Metropolitian,28.0,20.506343001219367
35.0,3.8,Windy,Jam,2.0,Meal,electric_scooter,1.0,No,Metropolitian,31.0,14.15280068944862
34.0,3.7,Stormy,Medium,2.0,Meal,scooter,1.0,No,Metropolitian,38.0,19.661310204458477
28.0,4.8,Stormy,Jam,0.0,Drinks,motorcycle,1.0,No,Urban,36.0,9.075228438646324
37.0,4.5,Windy,Low,0.0,Meal,motorcycle,0.0,No,Metropolitian,20.0,12.11684826095673
38.0,4.8,Fog,Low,2.0,Meal,scooter,0.0,No,Metropolitian,18.0,3.0605561405264683
32.0,4.7,Sunny,Jam,1.0,Drinks,motorcycle,1.0,No,Metropolitian,20.0,9.348403335334272
26.0,4.6,Sandstorms,High,0.0,Meal,motorcycle,0.0,No,Metropolitian,15.0,6.217735074214348
24.0,4.4,Cloudy,Jam,1.0,Snack,motorcycle,2.0,No,Metropolitian,39.0,16.991786296896127
36.0,4.7,Sunny,Medium,0.0,Snack,motorcycle,1.0,No,Metropolitian,22.0,7.763183552897837
21.0,4.7,Sunny,Medium,1.0,Buffet,scooter,0.0,No,Metropolitian,10.0,4.657651549280329
35.0,4.6,Windy,Low,0.0,Snack,motorcycle,1.0,No,Urban,23.0,10.906470984869689
33.0,4.7,Sunny,Medium,1.0,Buffet,motorcycle,0.0,No,Metropolitian,19.0,5.959018323622379
34.0,4.8,Fog,Jam,1.0,Snack,scooter,2.0,No,Urban,45.0,13.735754037289178
35.0,4.7,Windy,Jam,2.0,Meal,scooter,0.0,No,Metropolitian,29.0,4.610339345524684
34.0,4.6,Stormy,Low,1.0,Meal,motorcycle,1.0,No,Metropolitian,24.0,9.087972744661084
34.0,4.9,Fog,Low,1.0,Snack,motorcycle,1.0,No,Metropolitian,19.0,7.631520637738293
30.0,4.6,Fog,Low,2.0,Buffet,scooter,1.0,No,Urban,19.0,4.610367445745056
37.0,5.0,Windy,Jam,1.0,Buffet,motorcycle,1.0,No,Metropolitian,34.0,4.656607046012821
32.0,3.5,Stormy,Jam,2.0,Drinks,electric_scooter,1.0,No,Metropolitian,36.0,19.76027880154466
21.0,4.6,Sandstorms,Medium,0.0,Buffet,motorcycle,1.0,No,Urban,14.0,6.290134677634678
28.0,4.8,Stormy,Low,1.0,Drinks,scooter,1.0,No,Metropolitian,18.0,10.756383853403822
24.0,4.8,Stormy,Low,1.0,Buffet,scooter,1.0,No,Metropolitian,15.0,19.471424915064745
33.0,4.8,Cloudy,Medium,2.0,Drinks,scooter,1.0,No,Metropolitian,32.0,20.17791304134863
39.0,5.0,Cloudy,Low,2.0,Buffet,electric_scooter,0.0,No,Metropolitian,18.0,3.025377321543807
27.0,4.7,Sandstorms,Low,1.0,Buffet,scooter,1.0,No,Metropolitian,17.0,7.601265908224463
36.0,5.0,Sandstorms,Low,1.0,Snack,motorcycle,1.0,No,Metropolitian,22.0,1.532229188735096
30.0,4.3,Sunny,High,0.0,Meal,motorcycle,1.0,No,Metropolitian,24.0,3.0600204990367312
30.0,4.6,Fog,Jam,2.0,Drinks,motorcycle,1.0,No,Metropolitian,26.0,9.435201537430713
30.0,4.5,Sandstorms,Low,2.0,Snack,electric_scooter,0.0,No,Metropolitian,17.0,1.5522165637171133
30.0,4.8,Stormy,Medium,0.0,Snack,motorcycle,1.0,No,Metropolitian,25.0,4.681791331017202
26.0,4.2,Windy,Medium,0.0,Buffet,motorcycle,2.0,No,Metropolitian,35.0,13.681631975373575
33.0,4.7,Cloudy,Jam,0.0,Buffet,motorcycle,3.0,No,Metropolitian,44.0,13.773737657079298
34.0,4.3,Fog,Low,0.0,Meal,motorcycle,2.0,No,Urban,38.0,10.867232952679458
30.0,4.3,Fog,Jam,2.0,Buffet,electric_scooter,1.0,No,Metropolitian,21.0,9.326561838121483
32.0,4.9,Windy,Low,2.0,Meal,scooter,0.0,No,Metropolitian,29.0,1.520309052937885
28.0,4.6,Stormy,High,1.0,Meal,scooter,1.0,No,Metropolitian,18.0,6.217689154531591
39.0,4.2,Windy,Medium,1.0,Snack,scooter,1.0,No,Metropolitian,39.0,12.292599798532462
23.0,4.6,Windy,Medium,2.0,Snack,electric_scooter,1.0,No,Metropolitian,22.0,4.471739409979227
34.0,5.0,Sandstorms,Low,1.0,Drinks,motorcycle,0.0,No,Urban,20.0,3.1050835221086417
39.0,4.5,Sandstorms,Medium,2.0,Buffet,motorcycle,1.0,No,Metropolitian,21.0,12.074377562049362
30.0,3.9,Stormy,Jam,1.0,Drinks,scooter,1.0,No,Metropolitian,34.0,16.412619589031543
38.0,4.7,Fog,Low,2.0,Snack,motorcycle,0.0,No,Metropolitian,19.0,9.348128423503155
29.0,4.4,Stormy,Low,0.0,Meal,motorcycle,0.0,No,Urban,26.0,1.520309052937885
31.0,5.0,Cloudy,Low,1.0,Snack,motorcycle,1.0,No,Metropolitian,15.0,7.573442055128481
23.0,4.7,Sunny,Medium,2.0,Meal,motorcycle,0.0,No,Urban,15.0,13.217301980434613
36.0,4.8,Sandstorms,Low,1.0,Snack,scooter,1.0,No,Metropolitian,18.0,10.586910515510665
25.0,4.6,Stormy,Medium,2.0,Meal,scooter,0.0,No,Urban,20.0,12.46426668801362
20.0,4.9,Windy,Jam,2.0,Meal,scooter,1.0,No,Metropolitian,26.0,7.862668167410368
25.0,4.6,Sunny,Jam,2.0,Meal,electric_scooter,1.0,No,Urban,16.0,7.761486237714824
34.0,4.9,Cloudy,Medium,0.0,Buffet,motorcycle,1.0,No,Metropolitian,34.0,9.327055824816654
38.0,3.9,Fog,Low,2.0,Snack,motorcycle,1.0,No,Metropolitian,39.0,11.00773476374462
35.0,4.6,Stormy,High,2.0,Snack,scooter,0.0,No,Metropolitian,33.0,6.210145663324764
24.0,5.0,Windy,Low,2.0,Drinks,scooter,1.0,No,Metropolitian,16.0,9.192119121311745
34.0,4.6,Cloudy,Jam,2.0,Buffet,scooter,2.0,No,Metropolitian,42.0,17.29786575291325
34.0,4.9,Sunny,Medium,1.0,Drinks,motorcycle,0.0,No,Metropolitian,17.0,4.657672650623545
38.0,3.8,Sunny,Jam,1.0,Buffet,motorcycle,1.0,No,Metropolitian,34.0,12.237791615217148
35.0,4.7,Fog,Low,0.0,Drinks,motorcycle,0.0,No,Metropolitian,37.0,10.64218546208277
25.0,4.7,Stormy,Jam,2.0,Snack,electric_scooter,0.0,No,Metropolitian,26.0,11.719450614384204
23.0,4.7,Stormy,Jam,1.0,Buffet,motorcycle,1.0,No,Metropolitian,20.0,16.411917547961444
34.0,4.7,Sandstorms,High,2.0,Buffet,scooter,1.0,No,Metropolitian,28.0,6.04999326769204
38.0,4.8,Windy,High,1.0,Meal,motorcycle,1.0,No,Metropolitian,30.0,6.217525604924386
20.0,4.7,Cloudy,Low,1.0,Meal,motorcycle,1.0,No,Urban,18.0,1.4651587132830592
20.0,4.9,Stormy,High,1.0,Buffet,motorcycle,0.0,No,Metropolitian,14.0,6.050486021641428
27.0,4.7,Windy,Jam,2.0,Drinks,motorcycle,1.0,No,Urban,16.0,12.464066309794568
32.0,4.5,Sunny,Jam,2.0,Meal,scooter,1.0,No,Urban,16.0,16.85270156392274
21.0,4.9,Sunny,High,1.0,Buffet,scooter,0.0,No,Urban,13.0,1.5368503798521729
30.0,4.3,Stormy,Medium,0.0,Buffet,motorcycle,1.0,No,Urban,15.0,6.058923147526397
24.0,4.8,Sandstorms,Medium,2.0,Drinks,motorcycle,1.0,No,Metropolitian,26.0,19.878389859457627
34.0,4.2,Stormy,Medium,2.0,Snack,scooter,1.0,No,Metropolitian,36.0,10.564405615161895
21.0,4.9,Windy,Medium,1.0,Drinks,scooter,0.0,No,Metropolitian,27.0,4.610285665960067
25.0,4.7,Windy,Low,2.0,Drinks,scooter,0.0,No,Metropolitian,18.0,7.649724402449684
38.0,4.1,Sandstorms,Low,0.0,Drinks,motorcycle,1.0,No,Metropolitian,26.0,1.5725337292863206
20.0,4.3,Fog,Jam,2.0,Meal,electric_scooter,1.0,No,Metropolitian,34.0,10.445284895915863
20.0,4.7,Sandstorms,Jam,2.0,Buffet,scooter,0.0,No,Metropolitian,18.0,9.348068923522018
37.0,4.5,Fog,Medium,1.0,Drinks,motorcycle,1.0,No,Metropolitian,18.0,4.674280112157379
28.0,4.8,Sunny,Low,2.0,Buffet,motorcycle,1.0,No,Metropolitian,17.0,4.544194013501194
35.0,4.2,Sandstorms,Low,0.0,Buffet,motorcycle,0.0,No,Metropolitian,34.0,3.105091096509636
37.0,4.7,Stormy,Low,2.0,Meal,electric_scooter,1.0,No,Metropolitian,17.0,17.29786575291325
33.0,4.9,Cloudy,Low,2.0,Drinks,electric_scooter,1.0,No,Metropolitian,19.0,2.9846372692856606
21.0,4.7,Fog,Jam,1.0,Buffet,motorcycle,1.0,No,Metropolitian,33.0,9.087972744661084
21.0,4.2,Windy,Jam,0.0,Meal,motorcycle,1.0,No,Metropolitian,37.0,12.256687342592269
29.0,4.7,Sunny,Jam,1.0,Drinks,motorcycle,1.0,No,Urban,10.0,10.75710880025813
21.0,4.9,Sunny,Medium,1.0,Snack,scooter,1.0,No,Metropolitian,19.0,4.395007361329002
30.0,4.5,Sunny,Jam,2.0,Buffet,scooter,1.0,No,Metropolitian,16.0,9.435201537430713
28.0,4.9,Sandstorms,Jam,2.0,Buffet,motorcycle,0.0,No,Metropolitian,26.0,16.600066636057477
28.0,4.7,Sandstorms,Jam,0.0,Meal,motorcycle,1.0,No,Metropolitian,38.0,17.076725433736602
23.0,4.8,Stormy,Jam,2.0,Snack,scooter,1.0,No,Urban,18.0,16.646545996493984
36.0,4.2,Sandstorms,Low,0.0,Meal,motorcycle,1.0,No,Metropolitian,33.0,1.5126978119717678
31.0,4.6,Cloudy,Low,0.0,Buffet,motorcycle,1.0,No,Metropolitian,24.0,1.5523457381463397
31.0,4.8,Stormy,Medium,0.0,Buffet,motorcycle,1.0,No,Metropolitian,42.0,12.435689047425509
32.0,4.7,Cloudy,Jam,2.0,Buffet,motorcycle,3.0,No,Metropolitian,49.0,17.0970739431768
35.0,4.0,Windy,Medium,0.0,Drinks,motorcycle,1.0,No,Metropolitian,38.0,6.05427440822372
33.0,4.6,Fog,Low,1.0,Drinks,scooter,1.0,No,Urban,15.0,1.5093577696337532
21.0,5.0,Fog,High,1.0,Meal,scooter,1.0,No,Metropolitian,24.0,6.117725989708161
20.0,4.8,Cloudy,Medium,0.0,Snack,motorcycle,1.0,No,Urban,31.0,13.735953712154569
36.0,5.0,Sunny,Medium,0.0,Buffet,motorcycle,1.0,No,Metropolitian,22.0,6.1288740968464825
28.0,4.9,Fog,High,0.0,Drinks,motorcycle,0.0,No,Urban,21.0,1.5322015943257514
37.0,3.6,Windy,Jam,1.0,Drinks,scooter,0.0,No,Metropolitian,35.0,20.44292976252901
33.0,4.8,Sandstorms,Jam,0.0,Buffet,motorcycle,3.0,No,Urban,46.0,10.56512884564776
21.0,4.9,Stormy,Low,1.0,Drinks,scooter,0.0,No,Urban,18.0,12.421407858787804
21.0,4.6,Sunny,Low,0.0,Meal,motorcycle,1.0,No,Urban,17.0,9.07437751153265
21.0,4.6,Fog,Low,1.0,Meal,scooter,1.0,No,Metropolitian,18.0,3.040649953439472
33.0,3.6,Sandstorms,Medium,2.0,Buffet,motorcycle,1.0,No,Urban,34.0,14.022253080995233
33.0,4.0,Fog,High,2.0,Drinks,electric_scooter,1.0,No,Metropolitian,38.0,5.9922347624086845
26.0,4.6,Sunny,Jam,1.0,Drinks,scooter,0.0,No,Urban,10.0,19.659254035109218
39.0,4.9,Windy,Low,2.0,Snack,scooter,1.0,No,Metropolitian,24.0,3.0295383085102507
23.0,4.9,Fog,Jam,0.0,Buffet,motorcycle,2.0,No,Metropolitian,38.0,10.427571382480686
27.0,4.7,Sandstorms,Jam,1.0,Buffet,scooter,1.0,No,Metropolitian,26.0,14.15280068944862
31.0,4.3,Fog,Medium,2.0,Buffet,scooter,1.0,Yes,Metropolitian,40.0,19.659414837288296
36.0,4.6,Cloudy,Low,2.0,Drinks,electric_scooter,0.0,No,Metropolitian,15.0,3.1089255711547725
35.0,4.6,Stormy,Jam,2.0,Buffet,motorcycle,1.0,No,Urban,33.0,7.683608397233649
25.0,4.7,Sunny,Medium,1.0,Buffet,scooter,0.0,No,Metropolitian,19.0,4.530419436025598
31.0,5.0,Sandstorms,Low,0.0,Meal,motorcycle,1.0,No,Urban,29.0,16.6465279605965
20.0,4.6,Sandstorms,Jam,1.0,Meal,motorcycle,0.0,No,Urban,22.0,5902.050311866995
25.0,4.9,Cloudy,Low,2.0,Meal,scooter,0.0,No,Metropolitian,23.0,12.463962426993913
29.0,4.6,Windy,High,1.0,Buffet,scooter,0.0,No,Metropolitian,22.0,6.037990253487766
37.0,4.6,Windy,Medium,2.0,Buffet,electric_scooter,1.0,No,Metropolitian,30.0,12.4179077297463
23.0,4.1,Windy,Low,0.0,Buffet,motorcycle,1.0,No,Metropolitian,26.0,1.5725337292863206
36.0,4.5,Sandstorms,Medium,2.0,Snack,scooter,1.0,No,Metropolitian,25.0,9.121350389794664
20.0,4.7,Stormy,Medium,1.0,Meal,scooter,1.0,No,Urban,29.0,8.929003109241874
38.0,4.7,Sandstorms,High,2.0,Buffet,motorcycle,1.0,No,Metropolitian,29.0,6.037116126732456
30.0,4.8,Windy,Low,0.0,Buffet,motorcycle,1.0,No,Metropolitian,26.0,10.905970180191666
29.0,5.0,Cloudy,Low,0.0,Drinks,motorcycle,1.0,No,Metropolitian,20.0,9.314965469327513
33.0,4.6,Sunny,Medium,2.0,Snack,electric_scooter,0.0,No,Metropolitian,15.0,16.721203191622227
36.0,4.7,Fog,Jam,2.0,Buffet,motorcycle,2.0,No,Metropolitian,42.0,10.704672233866503
24.0,4.6,Sandstorms,Low,1.0,Meal,scooter,1.0,No,Urban,17.0,20.86362506156607
30.0,4.1,Sunny,Jam,2.0,Snack,scooter,1.0,No,Metropolitian,16.0,4.596439723177665
20.0,4.8,Windy,Low,2.0,Snack,scooter,1.0,No,Metropolitian,18.0,12.103166363270562
24.0,4.8,Sunny,High,1.0,Buffet,motorcycle,1.0,No,Metropolitian,16.0,6.210543032489626
33.0,4.9,Cloudy,Medium,2.0,Meal,scooter,1.0,No,Urban,18.0,7.862668167410368
29.0,4.6,Cloudy,Low,2.0,Snack,electric_scooter,1.0,No,Metropolitian,10.0,9.326428318803533
31.0,4.1,Fog,Jam,2.0,Snack,electric_scooter,2.0,No,Metropolitian,43.0,16.824549100074805
20.0,4.8,Windy,Medium,2.0,Snack,scooter,0.0,No,Metropolitian,21.0,6.14707622035735
28.0,4.7,Windy,Jam,0.0,Buffet,motorcycle,0.0,No,Metropolitian,34.0,11.00773476374462
32.0,4.2,Stormy,Medium,1.0,Buffet,scooter,1.0,No,Metropolitian,32.0,12.463962426993913
34.0,5.0,Stormy,Medium,0.0,Buffet,motorcycle,1.0,No,Metropolitian,30.0,20.070963243244915
36.0,4.1,Cloudy,Low,0.0,Drinks,motorcycle,1.0,No,Metropolitian,39.0,12.209798594600825
24.0,5.0,Stormy,Jam,0.0,Drinks,motorcycle,1.0,No,Metropolitian,39.0,7.772618958964861
26.0,4.9,Windy,Jam,0.0,Meal,motorcycle,1.0,No,Metropolitian,36.0,9.22083460710881
34.0,4.6,Stormy,Medium,1.0,Buffet,motorcycle,1.0,No,Metropolitian,20.0,13.763778584951169
23.0,4.6,Cloudy,Low,2.0,Buffet,electric_scooter,1.0,No,Metropolitian,19.0,7.660348489150972
29.0,4.6,Stormy,Low,1.0,Snack,motorcycle,0.0,No,Urban,11.0,19.91558571344329
24.0,4.6,Windy,High,0.0,Drinks,motorcycle,0.0,No,Metropolitian,25.0,5.952987295248933
30.0,3.9,Sunny,Medium,1.0,Meal,scooter,1.0,No,Metropolitian,14.0,2894.4929965592587
26.0,4.7,Cloudy,Medium,0.0,Buffet,motorcycle,1.0,No,Metropolitian,26.0,7.79036212453358
20.0,4.9,Stormy,Jam,1.0,Drinks,scooter,0.0,No,Metropolitian,10.0,9.059724501609752
32.0,4.4,Stormy,High,0.0,Drinks,motorcycle,0.0,No,Metropolitian,46.0,6.210169290102755
21.0,4.9,Windy,Low,2.0,Drinks,scooter,0.0,No,Urban,11.0,12.434914295120448
35.0,4.5,Windy,Low,0.0,Meal,motorcycle,1.0,No,Metropolitian,26.0,12.41985066025277
30.0,4.8,Sunny,Jam,1.0,Meal,scooter,1.0,No,Metropolitian,27.0,12.161517993712032
38.0,4.8,Fog,Jam,1.0,Drinks,scooter,1.0,No,Metropolitian,36.0,16.600272418856072
32.0,3.5,Cloudy,Low,1.0,Drinks,motorcycle,1.0,No,Metropolitian,32.0,16.902609492881677
31.0,4.7,Stormy,Low,2.0,Buffet,electric_scooter,1.0,No,Metropolitian,29.0,1.5125562753617192
21.0,4.8,Stormy,Medium,2.0,Buffet,scooter,0.0,No,Metropolitian,27.0,4.656902198106395
24.0,4.8,Stormy,Medium,2.0,Buffet,scooter,0.0,No,Metropolitian,15.0,11.719161131203938
30.0,5.0,Windy,Medium,0.0,Drinks,motorcycle,1.0,No,Metropolitian,39.0,13.789066440485811
26.0,5.0,Stormy,Jam,0.0,Meal,motorcycle,1.0,No,Metropolitian,35.0,13.989512471854455
27.0,4.9,Cloudy,Low,0.0,Snack,motorcycle,1.0,No,Urban,18.0,3.027292134044053
34.0,4.2,Sandstorms,Low,0.0,Drinks,motorcycle,0.0,No,Metropolitian,33.0,3.0605561405264683
33.0,5.0,Fog,Medium,0.0,Drinks,motorcycle,2.0,No,Metropolitian,32.0,7.648947507755509
38.0,4.8,Cloudy,Jam,0.0,Snack,motorcycle,2.0,Yes,Metropolitian,46.0,12.098714903153644
33.0,4.9,Sunny,Low,0.0,Drinks,motorcycle,1.0,No,Urban,24.0,1.5147861398649296
21.0,3.7,Sunny,Jam,0.0,Buffet,motorcycle,3.0,No,Metropolitian,50.0,9.31403062822802
29.0,4.2,Stormy,Medium,0.0,Drinks,motorcycle,1.0,No,Metropolitian,32.0,19.659414837288296
38.0,4.9,Fog,Medium,0.0,Drinks,motorcycle,0.0,No,Metropolitian,27.0,6.232179267966144
36.0,4.8,Sandstorms,Jam,1.0,Buffet,scooter,1.0,No,Metropolitian,29.0,12.464329547626274
21.0,4.8,Sunny,Low,1.0,Buffet,motorcycle,1.0,No,Metropolitian,20.0,7.761199672759851
21.0,4.6,Fog,Low,0.0,Buffet,motorcycle,0.0,No,Metropolitian,20.0,10.58681760722298
38.0,4.7,Fog,Jam,2.0,Buffet,scooter,1.0,No,Metropolitian,40.0,10.86627754255923
30.0,4.9,Stormy,Low,2.0,Meal,scooter,1.0,No,Metropolitian,21.0,7.648322354566645
31.0,4.9,Cloudy,Jam,1.0,Snack,motorcycle,0.0,No,Metropolitian,26.0,9.348072739621903
25.0,4.9,Windy,Medium,0.0,Buffet,motorcycle,0.0,No,Metropolitian,26.0,10.867232952679458
23.0,4.9,Sandstorms,Jam,0.0,Buffet,motorcycle,1.0,No,Metropolitian,33.0,9.060226100288048
39.0,3.9,Stormy,Medium,1.0,Snack,motorcycle,1.0,No,Metropolitian,35.0,12.435238152054549
22.0,4.9,Sunny,Low,1.0,Meal,motorcycle,1.0,No,Metropolitian,19.0,3.1091344143312862
28.0,4.9,Sunny,Low,2.0,Snack,motorcycle,0.0,No,Metropolitian,25.0,12.099896960230076
34.0,4.4,Cloudy,Low,0.0,Meal,motorcycle,2.0,No,Metropolitian,40.0,10.86586608780909
27.0,4.7,Windy,Medium,1.0,Buffet,motorcycle,1.0,No,Urban,26.0,4.476869299223188
29.0,4.0,Cloudy,Jam,1.0,Drinks,motorcycle,1.0,No,Metropolitian,32.0,7.573470125639189
30.0,3.9,Cloudy,Low,1.0,Buffet,scooter,1.0,No,Metropolitian,35.0,19.880040740546
35.0,4.6,Windy,Low,1.0,Drinks,scooter,1.0,No,Metropolitian,17.0,13.98951205355768
36.0,4.0,Sandstorms,Medium,1.0,Buffet,scooter,1.0,No,Metropolitian,34.0,9.313021564639982
36.0,4.8,Windy,Medium,0.0,Drinks,motorcycle,2.0,No,Metropolitian,39.0,7.862668167410368
31.0,4.9,Fog,Jam,0.0,Meal,motorcycle,2.0,Yes,Metropolitian,51.0,10.906065218662736
24.0,4.8,Cloudy,Low,0.0,Buffet,motorcycle,1.0,No,Metropolitian,24.0,10.88107784923287
24.0,4.5,Sunny,Medium,0.0,Buffet,motorcycle,0.0,No,Metropolitian,17.0,20.20634489518928
32.0,4.6,Fog,Low,2.0,Snack,electric_scooter,1.0,No,Metropolitian,18.0,3.1162385581768866
38.0,3.8,Sandstorms,Jam,1.0,Meal,motorcycle,1.0,No,Urban,33.0,20.20634489518928
30.0,4.2,Windy,Low,0.0,Drinks,motorcycle,0.0,No,Urban,21.0,12.073397681482604
29.0,4.9,Sunny,Low,1.0,Buffet,scooter,1.0,No,Metropolitian,23.0,4.658009301231346
37.0,4.7,Cloudy,Low,1.0,Buffet,scooter,1.0,No,Metropolitian,16.0,9.177683834695673
24.0,4.6,Windy,High,2.0,Meal,scooter,1.0,No,Urban,15.0,1.5204190072774333
26.0,4.9,Sandstorms,Jam,1.0,Meal,motorcycle,1.0,No,Metropolitian,20.0,13.61133781432128
32.0,4.1,Stormy,Low,0.0,Buffet,motorcycle,1.0,No,Metropolitian,28.0,4.610133887452835
33.0,4.8,Sandstorms,High,1.0,Buffet,motorcycle,1.0,No,Metropolitian,34.0,1.5368199501604665
32.0,4.8,Stormy,Low,2.0,Buffet,scooter,0.0,No,Metropolitian,23.0,1.5725337292863206
30.0,4.5,Fog,Jam,0.0,Drinks,motorcycle,2.0,No,Metropolitian,40.0,20.55759081003576
24.0,4.6,Sandstorms,Low,1.0,Drinks,motorcycle,0.0,No,Urban,10.0,9.179276688028636
28.0,4.6,Stormy,Jam,0.0,Snack,motorcycle,2.0,No,Metropolitian,34.0,7.862668167410368
28.0,4.8,Stormy,Jam,1.0,Buffet,motorcycle,1.0,No,Metropolitian,24.0,19.975808791439345
39.0,4.8,Sunny,Jam,2.0,Buffet,scooter,1.0,No,Urban,21.0,9.435201537430713
25.0,4.2,Sandstorms,Low,0.0,Drinks,motorcycle,1.0,No,Metropolitian,24.0,7.562108717550266
38.0,5.0,Stormy,Jam,2.0,Meal,scooter,1.0,No,Metropolitian,27.0,4.579028199695073
22.0,3.9,Sunny,High,0.0,Drinks,motorcycle,2.0,No,Semi-Urban,53.0,3.0189114817580243
25.0,4.9,Stormy,High,2.0,Drinks,scooter,1.0,No,Metropolitian,29.0,1.5136457231088551
37.0,4.6,Windy,Medium,0.0,Snack,motorcycle,1.0,No,Metropolitian,48.0,12.464367397048669
30.0,4.3,Windy,High,2.0,Drinks,motorcycle,1.0,No,Metropolitian,32.0,6.290134677634678
22.0,5.0,Cloudy,Medium,2.0,Meal,electric_scooter,0.0,No,Urban,10.0,9.435201537430713
21.0,4.7,Sandstorms,Jam,2.0,Snack,motorcycle,1.0,No,Urban,25.0,8.790360138254623
23.0,4.6,Cloudy,Jam,1.0,Drinks,scooter,1.0,No,Metropolitian,32.0,14.022298282479133
33.0,4.2,Stormy,Medium,2.0,Snack,motorcycle,1.0,No,Metropolitian,33.0,7.562980271914233
27.0,4.1,Sandstorms,Low,0.0,Meal,motorcycle,1.0,No,Metropolitian,20.0,1.4981318605548686
35.0,4.5,Sandstorms,Jam,2.0,Buffet,scooter,0.0,No,Metropolitian,28.0,19.9172484157288
38.0,3.5,Fog,Low,2.0,Buffet,scooter,1.0,No,Urban,33.0,19.471572943617424
